lot_number,site,auction_date,auction_time,maker,model,year,chassis_id,grade,transmission,cc,color,mileage,point,sold_price,avg_price_predicted_ru,avg_price_predicted_hex
"82117","arai aa oyama v/t","2026-02-07","15:56","MITSUBISHI","MITSUBISHI SUPER GREAT","2014","FV54VZ","ｼｬ-ｼ","MT","12800","OTHER","842000","0","0","0","#000000"
"82118","arai aa oyama v/t","2026-02-07","15:56","HINO","HINO PROFIA","2017","FW1EXEG","ﾚｲｿﾞｳﾚｲﾄｳ","F7","12910","WHITE","887000","0","0","797000","#51b0df"
"82115","arai aa oyama v/t","2026-02-07","15:55","MITSUBISHI","MITSUBISHI SUPER GREAT","2009","FU5OJZ","ﾌﾝﾘｭｳｾﾝﾖｳ","F7","12880","OTHER","0","","0","0","#000000"
"62073","arai aa oyama v/t","2026-02-07","15:55","NISSAN","NISSAN ATLAS","2006","SH4F23","WCab","F5","1990","WHITE","88000","R","0","0","#000000"
"1819","arai aa oyama v/t","2026-02-07","15:55","NISSAN","NISSAN CONDOR","1995","BPR71PV","Low -ﾀﾞ","FAT","4570","OTHER","102000","3.5","0","0","#000000"
"4530","arai aa oyama v/t","2026-02-07","15:55","VOLVO","VOLVO OTHER","2012","ﾌﾒｲ","Tractor","ﾄｸS","12770","OTHER","279000","3.5","0","0","#000000"
"62071","arai aa oyama v/t","2026-02-07","15:55","MITSUBISHI","MITSUBISHI FUSO FIGHTER","2006","FK71R","Low -ﾀﾞ","F6","4890","OTHER","319000","3.5","0","640000","#73aa00"
"4493","arai aa oyama v/t","2026-02-07","15:55","MITSUBISHI","MITSUBISHI FUSO FIGHTER","2010","FK72FZ","Dump","F6","7540","OTHER","639000","3.5","0","0","#000000"
"82116","arai aa oyama v/t","2026-02-07","15:55","MITSUBISHI","MITSUBISHI SUPER GREAT","2016","FS64VZ","ﾚｲｿﾞｳﾚｲﾄｳｳｲﾝｸﾞ","ﾄｸS","12800","OTHER","778000","0","0","1042000","#eed649"
"4521","arai aa oyama v/t","2026-02-07","15:54","HINO","HINO TRUCK","","I","NO TRUCK
0 FW1EXBG
ｼｬ-ｼ","ﾄｸS","12910","OTHER","0","","0","0","#000000"
"4518","arai aa oyama v/t","2026-02-07","15:54","MITSUBISHI","MITSUBISHI SUPER GREAT","2014","FS54VZ","ｼｬ-ｼ","ﾄｸS","12800","OTHER","3","","0","1608000","#73aa00"
"82114","arai aa oyama v/t","2026-02-07","15:54","ISUZU","ISUZU GIGA","2016","CYL77B","CHILLING REFRIGERATOR","..S","9830","ACTUAL VEHICLE","0","","0","3050000","#eed649"
"62070","arai aa oyama v/t","2026-02-07","15:54","NISSAN","NISSAN ATLAS","2018","SZ2F24","WCab","F5","2950","WHITE","97000","3.5","0","1404000","#ff9c33"
"82113","arai aa oyama v/t","2026-02-07","15:54","ISUZU","ISUZU GIGA","2000","CXH23W3","ALUMINIUM WING","F7","9830","ACTUAL VEHICLE","884000","0","0","0","#000000"
"82112","arai aa oyama v/t","2026-02-07","15:53","ISUZU","ISUZU GIGA","2010","CYL77V8","ALUMINIUM WING","..S","9830","ACTUAL VEHICLE","0","","0","2795000","#ff9c33"
"82111","arai aa oyama v/t","2026-02-07","15:53","MITSUBISHI","MITSUBISHI SUPER GREAT","2006","FS54JZ","Aluminum ｳｲﾝｸﾞ","F7","12880","OTHER","0","","0","0","#000000"
"4489","arai aa oyama v/t","2026-02-07","15:53","ISUZU","ISUZU GIGA","2006","CYL52V6","ALUMINIUM WING","F7","15680","ACTUAL VEHICLE","0","","0","0","#000000"
"62068","arai aa oyama v/t","2026-02-07","15:53","NISSAN","NISSAN ATLAS","2006","SH4F23","WCab","F5","1990","WHITE","95000","3.5","0","0","#000000"
"4519","arai aa oyama v/t","2026-02-07","15:53","NISSAN","NISSAN BIGTHUMB","2004","CW53A","Dump","F7","17990","OTHER","191000","3","0","0","#000000"
"1810","arai aa oyama v/t","2026-02-07","15:52","HINO","HINO DUTRO","2012","XZU710M","Gila","F6","4000","OTHER","18000","3.5","0","0","#000000"
"82110","arai aa oyama v/t","2026-02-07","15:52","MITSUBISHI","MITSUBISHI CANTER","2001","FB51AB","WCab","F5","2830","OTHER","19000","0","0","0","#000000"
"62066","arai aa oyama v/t","2026-02-07","15:52","NISSAN","NISSAN ATLAS","2006","SH4F23","ﾄﾗｯｸ","F5","1990","WHITE","44000","3.5","0","463000","#ff9c33"
"82109","arai aa oyama v/t","2026-02-07","15:52","MITSUBISHI","MITSUBISHI CANTER","2016","FEB90","Low -ﾀﾞ","I5","2990","OTHER","79000","0","0","0","#000000"
"81052","arai aa oyama v/t","2026-02-07","15:52","ISUZU","ISUZU ELF","1999","NPR72LV","ｺﾝｸﾘｻ Key ﾞｮｳ","F5","4980","OTHER","85000","0","0","0","#000000"
"81051","arai aa oyama v/t","2026-02-07","15:52","ISUZU","ISUZU ELF","2003","NKR69EA","Gila","F5","3050","OTHER","177000","0","0","0","#000000"
"4487","arai aa oyama v/t","2026-02-07","15:52","MITSUBISHI","MITSUBISHI SUPER GREAT","2001","FU54JUY","Aluminum ｳｲﾝｸﾞ","F7","12880","OTHER","468000","3","0","0","#000000"
"81013","arai aa oyama v/t","2026-02-07","15:52","ISUZU","ISUZU FORWARD","2001","FRR35H4","Gila","F6","7160","OTHER","482000","0","0","0","#000000"
"1782","arai aa oyama v/t","2026-02-07","15:52","MITSUBISHI","MITSUBISHI CANTER","2006","FE83DGN","Low -ﾀﾞ","I5","4890","OTHER","632000","3","0","0","#000000"
"82106","arai aa oyama v/t","2026-02-07","15:51","MITSUBISHI","MITSUBISHI CANTER","2020","FBA30","Dump","I5","2990","OTHER","58000","1","0","0","#000000"
"62063","arai aa oyama v/t","2026-02-07","15:51","NISSAN","NISSAN ATLAS","2012","SZ2F24","ｱｸｼｮﾝ Van","F5","2950","WHITE","99000","3.5","0","423000","#eed649"
"82107","arai aa oyama v/t","2026-02-07","15:51","MITSUBISHI","MITSUBISHI CANTER","2013","FEA13","Van","ﾄｸS","2990","OTHER","152000","0","0","0","#000000"
"1773","arai aa oyama v/t","2026-02-07","15:51","MITSUBISHI","MITSUBISHI CANTER","2006","FE71BBD","Dump","MT","0","OTHER","236000","R","0","686000","#51b0df"
"1809","arai aa oyama v/t","2026-02-07","15:51","NISSAN","NISSAN TRUCK","1999","SP6F23","WCab","F5","2660","OTHER","335000","3.5","0","0","#000000"
"62060","arai aa oyama v/t","2026-02-07","15:50","NISSAN","NISSAN ATLAS","2006","SH4F23","ﾄﾗｯｸ","F5","1990","WHITE","80000","3.5","0","0","#000000"
"62061","arai aa oyama v/t","2026-02-07","15:50","MITSUBISHI","MITSUBISHI CANTER","2016","FBA60","Dump","I5","2990","BLUE","113000","3","0","0","#000000"
"82105","arai aa oyama v/t","2026-02-07","15:50","MITSUBISHI","MITSUBISHI CANTER","2019","FBA20","WCab","I5","2990","OTHER","190000","1","0","0","#000000"
"82104","arai aa oyama v/t","2026-02-07","15:50","MITSUBISHI","MITSUBISHI CANTER","2010","FE82B","Gila","I5","2970","OTHER","265000","0","0","0","#000000"
"4522","arai aa oyama v/t","2026-02-07","15:50","NISSAN","NISSAN CONDOR","2002","PK25Aｶｲ","ｺﾝﾃﾅｾﾝﾖｳ","F6","6920","OTHER","543000","3.5","0","0","#000000"
"4513","arai aa oyama v/t","2026-02-07","15:49","NISSAN","NISSAN QUON","2010","GK4XAB","Tractor","ﾄｸS","13070","OTHER","3","","0","2055000","#ff9c33"
"1805","arai aa oyama v/t","2026-02-07","15:49","TOYOTA","TOYOTA OTHER","2013","XZC610D","Dump","FAT","4000","OTHER","169000","3.5","0","0","#000000"
"82103","arai aa oyama v/t","2026-02-07","15:49","TOYOTA","TOYOTA DYNA","","O","Y","MT","0","OTHER","201000","0","0","0","#000000"
"1769","arai aa oyama v/t","2026-02-07","15:49","MITSUBISHI","MITSUBISHI CANTER","2007","FE74BV","Van","I5","2970","OTHER","279000","3","0","412000","#ff9c33"
"4483","arai aa oyama v/t","2026-02-07","15:49","MITSUBISHI","MITSUBISHI SUPER GREAT","2018","FV70HJR","Tractor","ﾄｸS","10670","OTHER","554000","3.5","0","8725000","#ff9c33"
"4520","arai aa oyama v/t","2026-02-07","15:49","HINO","HINO PROFIA","2006","FW1EXWG","Aluminum ｳｲﾝｸﾞ","F7","12910","OTHER","904000","3","0","2765000","#eed649"
"82100","arai aa oyama v/t","2026-02-07","15:48","MITSUBISHI","MITSUBISHI CANTER","2013","FBA60","Dump","MT","3000","OTHER","81000","0","0","455000","#ff9c33"
"1801","arai aa oyama v/t","2026-02-07","15:48","TOYOTA","TOYOTA DYNA","1979","BU20D","Dump","C5","2970","OTHER","120000","RB","0","0","#000000"
"82101","arai aa oyama v/t","2026-02-07","15:48","MITSUBISHI","MITSUBISHI CANTER","2020","FBA00","WCab","ﾄｸS","2990","OTHER","186000","0","0","450000","#eed649"
"62056","arai aa oyama v/t","2026-02-07","15:48","MITSUBISHI","MITSUBISHI CANTER","2014","FBA00","Panel Van","ﾄｸS","2990","WHITE","393000","3","0","361000","#73aa00"
"4506","arai aa oyama v/t","2026-02-07","15:48","MITSUBISHI","MITSUBISHI SUPER GREAT","2001","FV50JUZ","Aluminum ｳｲﾝｸﾞ","F7","12880","OTHER","698000","3","0","2185000","#ff9c33"
"4481","arai aa oyama v/t","2026-02-07","15:48","MITSUBISHI","MITSUBISHI SUPER GREAT","2010","FS54JZ","Aluminum ｳｲﾝｸﾞ","F7","12880","OTHER","913000","3","0","1280000","#ff9c33"
"82097","arai aa oyama v/t","2026-02-07","15:47","TOYOTA","TOYOTA DYNA","2023","TRY230","Gila","F5","1990","OTHER","57000","0","0","0","#000000"
"62055","arai aa oyama v/t","2026-02-07","15:47","MITSUBISHI","MITSUBISHI CANTER","2000","FB51AA","Gila","F5","2830","OTHER","73000","3.5","0","0","#000000"
"1798","arai aa oyama v/t","2026-02-07","15:47","HINO","HINO DUTRO","2012","XZC610T","Dump","F5","4000","OTHER","109000","3","0","1015000","#ff9c33"
"1799","arai aa oyama v/t","2026-02-07","15:47","HINO","HINO DUTRO","2012","XZU620T","Dump","F5","4000","OTHER","117000","3.5","0","1836000","#eed649"
"4516","arai aa oyama v/t","2026-02-07","15:47","HINO","HINO TRUCK","2014","FS1EKAA","Dump","F7","12910","OTHER","182000","RB","0","0","#000000"
"82098","arai aa oyama v/t","2026-02-07","15:47","MITSUBISHI","MITSUBISHI CANTER","2014","FE850","WCab","ﾄｸS","2990","OTHER","242000","1","0","0","#000000"
"4479","arai aa oyama v/t","2026-02-07","15:47","MITSUBISHI","MITSUBISHI SUPER GREAT","2003","FV50LHR","Tractor","HL8","19000","OTHER","499000","3","0","0","#000000"
"1770","arai aa oyama v/t","2026-02-07","15:47","MITSUBISHI","MITSUBISHI CANTER","2003","FE82EEV","Aluminum Van","MT","5240","OTHER","621000","R","0","628000","#eed649"
"4507","arai aa oyama v/t","2026-02-07","15:46","HINO","HINO PROFIA","2010","FS1EPYA","Dump","F7","12910","OTHER","0","","0","0","#000000"
"1768","arai aa oyama v/t","2026-02-07","15:46","MITSUBISHI","MITSUBISHI CANTER","2009","FE73D","ｼﾞﾝ Key","I5","4890","OTHER","51000","3.5","0","0","#000000"
"45001","arai aa oyama v/t","2026-02-07","15:46","HINO","HINO RANGER","2010","FC7JHYA","Gila . Crane 3 Dan","F6","6400","WHITE","61000","B","0","0","#000000"
"82095","arai aa oyama v/t","2026-02-07","15:46","HINO","HINO DUTRO","2007","XZU378M","Gila","F5","4000","OTHER","174000","0","0","375000","#ff9c33"
"1796","arai aa oyama v/t","2026-02-07","15:46","HINO","HINO DUTRO","2010","XZU304X","ｺｳｼｮｻ Key ﾞｮｳ","F5","4000","OTHER","180000","3","0","566000","#eed649"
"4514","arai aa oyama v/t","2026-02-07","15:46","HINO","HINO PROFIA","2005","SH1EDJG","Tractor","F7","12910","OTHER","236000","3.5","0","958000","#51b0df"
"62053","arai aa oyama v/t","2026-02-07","15:46","NISSAN","NISSAN TRUCK","2007","MK36C","ｺﾝﾃﾅｾﾝﾖｳ","F6","6400","OTHER","582000","3","0","660000","#eed649"
"1797","arai aa oyama v/t","2026-02-07","15:46","HINO","HINO DUTRO","2007","XZU348M","Gila","F5","4000","OTHER","630000","3","0","675000","#eed649"
"4504","arai aa oyama v/t","2026-02-07","15:46","MITSUBISHI","MITSUBISHI SUPER GREAT","2011","FS54VZ","Gila .ｾﾙﾌ Crane","F7","12800","OTHER","782000","R","0","1205000","#eed649"
"4475","arai aa oyama v/t","2026-02-07","15:45","ISUZU","ISUZU GIGA","","S","UZU GIGA
0 CYL77V8","F7","9830","ACTUAL VEHICLE","35","","0","0","#000000"
"48003","arai aa oyama v/t","2026-02-07","15:45","HINO","HINO DUTRO","2012","XZC710M","Gila","F5","4000","WHITE","55000","3.5","0","1300000","#eed649"
"62049","arai aa oyama v/t","2026-02-07","15:45","MITSUBISHI","MITSUBISHI CANTER","2006","FD70BB","Gila 4WD","I5","2970","WHITE","90000","3.5","0","1160000","#ff9c33"
"62050","arai aa oyama v/t","2026-02-07","15:45","NISSAN","NISSAN ATLAS","2008","APR85AN","Key ｬﾘｱｶ","ﾄｸS","2990","WHITE","244000","R","0","1115000","#ff9c33"
"1766","arai aa oyama v/t","2026-02-07","15:45","MITSUBISHI","MITSUBISHI CANTER","2014","FEB80","Gila .ﾎ Low","ﾄｸS","2990","OTHER","273000","RB","0","0","#000000"
"82093","arai aa oyama v/t","2026-02-07","15:45","MITSUBISHI","MITSUBISHI CANTER","2004","FE73CB","ｼﾞﾝ Key","I5","4210","OTHER","338000","0","0","0","#000000"
"4505","arai aa oyama v/t","2026-02-07","15:45","HINO","HINO PROFIA","2005","FS1EWWG","Gila . Aluminum B","ﾄｸS","12910","OTHER","898000","R","0","2825000","#ff9c33"
"17017","arai aa oyama v/t","2026-02-07","15:44","MITSUBISHI","MITSUBISHI SUPER GREAT","2024","FV70HX","Dump","F7","10670","OTHER","5","","0","0","#000000"
"4503","arai aa oyama v/t","2026-02-07","15:44","HINO","HINO TRUCK","2003","FR2PWGA","Gila","F7","10520","OTHER","35","","0","0","#000000"
"48001","arai aa oyama v/t","2026-02-07","15:44","HINO","HINO PROFIA","2012","FW1EXBJ","ｳｲﾝｸﾞ","ﾄｸS","12910","OTHER","3","","0","0","#000000"
"48002","arai aa oyama v/t","2026-02-07","15:44","HINO","HINO RANGER","2012","FD7JLAG","ｳｲﾝｸﾞ","F6","6400","OTHER","3","","0","661000","#51b0df"
"4512","arai aa oyama v/t","2026-02-07","15:44","HINO","HINO PROFIA","1996","SS3VJCA","Tractor","HL","25970","OTHER","171000","3.5","0","0","#000000"
"4510","arai aa oyama v/t","2026-02-07","15:43","TRAILER","TRAILER OTHER","1994","PFB24101","NO.4509ｾｯﾄ","","0","","0","","0","0","#000000"
"1788","arai aa oyama v/t","2026-02-07","15:43","NISSAN","NISSAN VANETTE TRUCK","2016","SKP2TN","Gila","CAT","1790","OTHER","155000","3","0","0","#000000"
"82089","arai aa oyama v/t","2026-02-07","15:43","HINO","HINO DUTRO","2012","XZU600X","Gila","I5","4000","OTHER","158000","0","0","335000","#ff9c33"
"82088","arai aa oyama v/t","2026-02-07","15:43","NISSAN","NISSAN OTHER","2011","SKP2LN","Gila","CAT","1790","OTHER","297000","0","0","0","#000000"
"82090","arai aa oyama v/t","2026-02-07","15:43","MITSUBISHI","MITSUBISHI CANTER","2018","FEA50","ｼｬ-ｼ","ﾄｸS","2990","OTHER","351000","0","0","588000","#eed649"
"17016","arai aa oyama v/t","2026-02-07","15:43","ISUZU","ISUZU GIGA","2020","CYJ77CA","CHILLING REFRIGERATOR","..S","9830","ACTUAL VEHICLE","699000","3","0","0","#000000"
"65003","arai aa oyama v/t","2026-02-07","15:42","HINO","HINO DUTRO","2012","XZU650M","Gila . Crane","F5","4000","WHITE","0","","0","0","#000000"
"17014","arai aa oyama v/t","2026-02-07","15:42","NISSAN","NISSAN QUON","2023","GK5DAB","Tractor","ﾄｸS","10830","OTHER","40000","3","0","0","#000000"
"4508","arai aa oyama v/t","2026-02-07","15:42","NISSAN","NISSAN TRUCK","2008","CV2YB","ｼｬ-ｼ","F7","9200","OTHER","142000","R","0","0","#000000"
"1786","arai aa oyama v/t","2026-02-07","15:42","TOYOTA","TOYOTA OTHER","2006","XZU378","ﾀﾝｸ","F5","4000","OTHER","243000","R","0","0","#000000"
"65004","arai aa oyama v/t","2026-02-07","15:42","TOYOTA","TOYOTA HIACE","2004","TRH214W","","IAT","2690","OTHER","244000","0","0","0","#000000"
"82087","arai aa oyama v/t","2026-02-07","15:42","HINO","HINO DUTRO","2010","XZU348M","Dump","MT","0","OTHER","360000","0","0","0","#000000"
"17015","arai aa oyama v/t","2026-02-07","15:42","MITSUBISHI","MITSUBISHI SUPER GREAT","2020","FS74HZ","Aluminum ｳｲﾝｸﾞ","ﾄｸS","10670","OTHER","431000","4","0","0","#000000"
"62040","arai aa oyama v/t","2026-02-07","15:41","NISSAN","NISSAN ATLAS","2003","APR72LR","Gila . Crane 3 Dan","F6","4980","OTHER","88000","3.5","0","0","#000000"
"65002","arai aa oyama v/t","2026-02-07","15:41","HINO","HINO DUTRO","2013","XZU620T","Dump","F5","4000","WHITE","110000","0","0","0","#000000"
"82084","arai aa oyama v/t","2026-02-07","15:41","HINO","HINO DUTRO","2016","XZC605M","Gila","MT","4000","WHITE","111000","0","0","380000","#ff9c33"
"1785","arai aa oyama v/t","2026-02-07","15:41","HINO","HINO DUTRO","2003","XZU411M","Gila","F5","4890","OTHER","382000","R","0","0","#000000"
"17013","arai aa oyama v/t","2026-02-07","15:41","HINO","HINO PROFIA","2020","FW1AHG","Aluminum ｳｲﾝｸﾞ","F7","8860","OTHER","855000","3.5","0","3332000","#eed649"
"4469","arai aa oyama v/t","2026-02-07","15:41","ISUZU","ISUZU GIGA","2007","CYY77V6","ALUMINIUM WING","F7","9830","ACTUAL VEHICLE","987000","R","0","1600000","#ff9c33"
"17012","arai aa oyama v/t","2026-02-07","15:40","TRAILER","TRAILER OTHER","2009","PFB34117","NO.17011ｾｯﾄ","","0","","0","","0","0","#000000"
"4467","arai aa oyama v/t","2026-02-07","15:40","ISUZU","ISUZU GIGA","2011","CYL77A","ALUMINIUM WING","F7","9830","ACTUAL VEHICLE","35","","0","2584000","#51b0df"
"4497","arai aa oyama v/t","2026-02-07","15:40","HINO","HINO TRUCK","1991","SS2VJAA","Tractor","HL5","24610","OTHER","54000","3","0","0","#000000"
"62076","arai aa oyama v/t","2026-02-07","15:40","HINO","HINO DUTRO","2012","XZC610T","Dump","F5","4000","WHITE","163000","3","0","1000000","#ff9c33"
"82083","arai aa oyama v/t","2026-02-07","15:40","MITSUBISHI","MITSUBISHI CANTER","2012","FBA60","Dump","ﾄｸS","2990","OTHER","246000","0","0","486000","#51b0df"
"1783","arai aa oyama v/t","2026-02-07","15:40","TOYOTA","TOYOTA TOYOACE","2014","XZU710","Aluminum Van","FAT","4000","OTHER","252000","3","0","556000","#ff9c33"
"4492","arai aa oyama v/t","2026-02-07","15:40","ISUZU","ISUZU GIGA","2014","CYJ77A","ALUMINIUM WING","..S","9830","WHITE","750000","3.5","0","1698000","#73aa00"
"4502","arai aa oyama v/t","2026-02-07","15:39","TRAILER","TRAILER OTHER","1997","TNF22401","NO.4501ｾｯﾄ","","0","","0","","0","0","#000000"
"4495","arai aa oyama v/t","2026-02-07","15:39","HINO","HINO TRUCK","2009","FR1EXYG","Aluminum ｳｲﾝｸﾞ","F7","12910","OTHER","35","","0","1355000","#eed649"
"62074","arai aa oyama v/t","2026-02-07","15:39","HINO","HINO RANGER","2013","FC9JCAP","Dump","F6","5120","WHITE","50000","3","0","1830000","#ff9c33"
"1780","arai aa oyama v/t","2026-02-07","15:39","TOYOTA","TOYOTA DYNA","2005","TRY230","Gila","F5","2000","OTHER","85000","3.5","0","739000","#ff9c33"
"17011","arai aa oyama v/t","2026-02-07","15:39","ISUZU","ISUZU GIGA","2023","EXZ52CK","TRACTOR SET SEMI TRAILLER","..S","15680","ACTUAL VEHICLE","98000","3","0","0","#000000"
"62036","arai aa oyama v/t","2026-02-07","15:39","MAZDA","MAZDA TITAN","2006","LPR81AR","Gila","ﾄｸS","4770","WHITE","135000","R","0","0","#000000"
"82080","arai aa oyama v/t","2026-02-07","15:39","NISSAN","NISSAN VANETTE TRUCK","2006","SKF2LN","Gila","MT","2000","OTHER","176000","0","0","0","#000000"
"1781","arai aa oyama v/t","2026-02-07","15:39","HINO","HINO DUTRO","2004","XKU304E","ｼｬ-ｼ","F5","4000","OTHER","335000","3","0","188000","#ff9c33"
"17010","arai aa oyama v/t","2026-02-07","15:39","HINO","HINO PROFIA","2020","FR1AHG","ﾚｲｿﾞｳﾚｲﾄｳ","F7","8860","OTHER","549000","4","0","0","#000000"
"62034","arai aa oyama v/t","2026-02-07","15:38","NISSAN","NISSAN BIGTHUMB","1998","CK631BHTｶｲ","Tractor","F7","26500","SILVER","3","","0","0","#000000"
"62035","arai aa oyama v/t","2026-02-07","15:38","NISSAN","NISSAN ATLAS","2006","AKR81AN","ｼﾞﾝ Key","F5","4770","WHITE","96000","3.5","0","0","#000000"
"82079","arai aa oyama v/t","2026-02-07","15:38","HINO","HINO DUTRO","2012","XZU695M","Gila . Crane 3 Dan","MT","4000","WHITE","107000","0","0","0","#000000"
"1743","arai aa oyama v/t","2026-02-07","15:38","MITSUBISHI","MITSUBISHI CANTER","2000","FB51AB","Gila","F5","2830","OTHER","151000","3.5","0","650000","#eed649"
"82077","arai aa oyama v/t","2026-02-07","15:38","HINO","HINO LIESSE","1997","RX4JFAA","ﾊﾞｽ","MT","5300","OTHER","235000","0","0","0","#000000"
"62072","arai aa oyama v/t","2026-02-07","15:38","HINO","HINO DUTRO","2009","XZU538M","Gila","F5","4000","SILVER","256000","3","0","0","#000000"
"17009","arai aa oyama v/t","2026-02-07","15:38","HINO","HINO PROFIA","2021","FR1AHS","Aluminum ｳｲﾝｸﾞ","ﾄｸS","8860","OTHER","457000","3.5","0","0","#000000"
"4500","arai aa oyama v/t","2026-02-07","15:38","NISSAN","NISSAN UD SERIES","","I","SSAN UD SER","ﾄｸS","0","OTHER","546000","3","0","0","#000000"
"82076","arai aa oyama v/t","2026-02-07","15:37","MITSUBISHI","MITSUBISHI FUSO FIGHTER","","I","TSUB","MT","0","OTHER","0","","0","0","#000000"
"1774","arai aa oyama v/t","2026-02-07","15:37","HINO","HINO DUTRO","2006","XZU334M","ｼｮｳﾎﾞｳｼｬ","F5","4000","OTHER","11000","4","0","0","#000000"
"62031","arai aa oyama v/t","2026-02-07","15:37","NISSAN","NISSAN ATLAS","2009","SZ5F24","Gila","F5","2950","WHITE","67000","R","0","0","#000000"
"62032","arai aa oyama v/t","2026-02-07","15:37","TOYOTA","TOYOTA LITE ACE TRUCK","2011","S412U","ﾄﾗｯｸ4WD","I5","1490","WHITE","100000","R","0","0","#000000"
"1777","arai aa oyama v/t","2026-02-07","15:37","TOYOTA","TOYOTA DYNA","1997","BU102D","Dump","F5","4100","OTHER","131000","R","0","0","#000000"
"82075","arai aa oyama v/t","2026-02-07","15:37","HINO","HINO RANGER","2006","FC6JCWA","Dump","MT","4720","WHITE","290000","0","0","0","#000000"
"62069","arai aa oyama v/t","2026-02-07","15:37","HINO","HINO PROFIA","2007","FW1EXYG","Low -ﾀﾞ","F7","12910","OTHER","551000","3","0","967000","#51b0df"
"17008","arai aa oyama v/t","2026-02-07","15:37","MITSUBISHI","MITSUBISHI SUPER GREAT","2020","FS74HZ","Aluminum ｳｲﾝｸﾞ","F7","10670","OTHER","564000","3","0","4385000","#51b0df"
"4488","arai aa oyama v/t","2026-02-07","15:37","MITSUBISHI","MITSUBISHI SUPER GREAT","2007","FU54JZ","Aluminum ｳｲﾝｸﾞ","F7","12880","OTHER","711000","R","0","1854000","#51b0df"
"4461","arai aa oyama v/t","2026-02-07","15:37","MITSUBISHI","MITSUBISHI FUSO FIGHTER","1997","FK629JZ","Gila . Aluminum B","F6","8200","OTHER","828000","3","0","2095000","#ff9c33"
"4498","arai aa oyama v/t","2026-02-07","15:36","NISSAN","NISSAN QUON","2016","CG5ZA","Aluminum ｳｲﾝｸﾞ","ﾄｸS","10830","OTHER","35","","0","1581000","#73aa00"
"82073","arai aa oyama v/t","2026-02-07","15:36","MITSUBISHI","MITSUBISHI FUSO FIGHTER","2006","FK71R","","F6","4890","OTHER","0","","0","450000","#ff9c33"
"17007","arai aa oyama v/t","2026-02-07","15:36","MITSUBISHI","MITSUBISHI FUSO FIGHTER","2025","FK65FY","ｾ Key ｻｲ. Crane 4 Dan","F6","7540","OTHER","1000","5","0","0","#000000"
"1742","arai aa oyama v/t","2026-02-07","15:36","MAZDA","MAZDA TITAN","1998","WGSAT","Low -ﾀﾞ","F5","2950","OTHER","110000","3.5","0","0","#000000"
"1737","arai aa oyama v/t","2026-02-07","15:36","MITSUBISHI","MITSUBISHI CANTER","2003","FE72CB","Van","I5","4210","OTHER","155000","R","0","0","#000000"
"62067","arai aa oyama v/t","2026-02-07","15:36","HINO","HINO RANGER","2006","FC6JCWA","ｺﾝﾃﾅｾﾝﾖｳ","F6","4720","OTHER","234000","3","0","1006000","#73aa00"
"17006","arai aa oyama v/t","2026-02-07","15:36","HINO","HINO PROFIA","2020","FS1AGA","Dump","F7","8860","OTHER","268000","3.5","0","8755000","#ff9c33"
"82074","arai aa oyama v/t","2026-02-07","15:36","MITSUBISHI","MITSUBISHI FUSO FIGHTER","1994","FK618G","","MT","0","OTHER","340000","0","0","0","#000000"
"4457","arai aa oyama v/t","2026-02-07","15:35","ISUZU","ISUZU GIGA","2011","CYM77A","COMMON. CRANE","F7","9830","ACTUAL VEHICLE","3","","0","0","#000000"
"62065","arai aa oyama v/t","2026-02-07","15:35","HINO","HINO RANGER","2012","FC9JCAP","Dump","F6","5120","WHITE","66000","3.5","0","0","#000000"
"82072","arai aa oyama v/t","2026-02-07","15:35","TOYOTA","TOYOTA COASTER","1991","HDB30","ﾊﾞｽ","F5","4160","OTHER","150000","0","0","0","#000000"
"62027","arai aa oyama v/t","2026-02-07","15:35","ISUZU","ISUZU GIGA","2007","CYJ77W8","CONTAINER HEAD","..S","9830","ACTUAL VEHICLE","318000","3.5","0","1675000","#ff9c33"
"4496","arai aa oyama v/t","2026-02-07","15:35","NISSAN","NISSAN QUON","2013","CW5XL","ｺﾝﾃﾅｾﾝﾖｳｱ-ﾑ Low -ﾙ","HL6","10830","OTHER","400000","3","0","1728000","#eed649"
"62064","arai aa oyama v/t","2026-02-07","15:35","HINO","HINO DUTRO","2012","XZU655M","Gila .ﾎ Low","FAT","4000","WHITE","418000","3.5","0","762000","#eed649"
"82071","arai aa oyama v/t","2026-02-07","15:35","NISSAN","NISSAN UD SERIES","2004","PK25A","ｼｬ-ｼ","C6","6920","OTHER","587000","0","0","0","#000000"
"17005","arai aa oyama v/t","2026-02-07","15:35","ISUZU","ISUZU GIGA","2020","CYY77CY","CHILLING REFRIGERATOR","F7","9830","ACTUAL VEHICLE","708000","3","0","4000000","#ff9c33"
"17004","arai aa oyama v/t","2026-02-07","15:34","MITSUBISHI","MITSUBISHI SUPER GREAT","2025","FS80VZ","Low -ﾀﾞ","ﾄｸS","12800","OTHER","1000","5","0","0","#000000"
"1733","arai aa oyama v/t","2026-02-07","15:34","MITSUBISHI","MITSUBISHI CANTER","1996","FE517BN","Dump","F5","4210","YELLOW","122000","3","0","0","#000000"
"82069","arai aa oyama v/t","2026-02-07","15:34","HINO","HINO RANGER","2007","FC7JEWA","ｺﾝﾃﾅｾﾝﾖｳ","MT","6400","OTHER","137000","0","0","0","#000000"
